BC01_Pooled	BC02_Pooled	BC03_Pooled	BC03LN_Pooled	BC04_Pooled	BC05_Pooled	BC06_Pooled	BC07LN_Pooled	BC08_Pooled	BC09_Pooled	BC10_Pooled	BC11_Pooled	BC07_Tumor
HNRNPA1P44	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC93B8	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM1P4	0	0	0	0	0	0	0.692564538757229	0	1.48898952766866	1.60553080284329	1.01050443643478	0.863938450423972	0
ACTR3BP4	0	0	0	0	0	0	0	0	0	0	0	0	1.64722593815988
SLC25A15P5	0	0	0	0	0	0	0	0	0	0	0	0	0
FTH1P24	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01088	0	0	0	0	0	1.29640092965428	0.731851620106688	0	0	0	0	1.78563102559458	0
TERF1P3	0	0	0	0	0	0	0	0	0.301362524492893	0	0	0	0.870023212884949
ARL2BPP4	0	0	0	0	0	0	0	0	0	0	0	2.00498532090164	0
OR5H5P	0	0	0	0	0	0.907482349120051	0	0	0	0	0	0	0
SNX18P25	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB1P47	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01016	0	4.88988534001557	0	0	0	0	0	0	0.860886418312826	0	0	0	0
NPM1P27	4.74957552229934	3.45442901090157	4.78655615243859	4.92652865037294	3.44600167408107	2.77253536798289	3.38787151774757	4.45551691132329	2.91721140128624	3.33485426933163	2.88354562696756	2.31903981556254	3.22044902350843
FABP5P12	0	0	0	0	0	0	0	0	0	0	0	0	2.70333926580921
ATP6V1G1P6	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC11	1.30854906508616	0	0	0	0	0.594548549550354	0.59123750503493	0	0.787561052692976	0.26025732116322	0.74515457320009	0	0.0350824591554454
LINC01060	0.955484494942723	0	0	0	0	0	0	0	0	0	0	0	0
LINC00500	0	0	0	0	0	0	0.692564538757229	0	0	0	0	0	0
KRTAP5-14P	0	0	0	0	0	0	0	0	0	0	0	0	0
CASC9	0	0	0	0	3.4551880977042	0	0	1.45296030959397	0	0	0.596751698424764	0	0
HMGB3P17	0	0	0	0	0	0	0	0	0	1.11462329905178	0	0	0
AK4P2	0	0	0	0	0	0	0	0	0	0	0	0	0
NAIP	3.3049602696015	3.14893410452634	0	2.70878147918344	3.46918469052153	4.74465791990209	4.40709123700209	1.44768091298287	1.83250057023178	4.48512953794828	5.05321161298203	3.77553684318696	3.65807962340938
KRT18P45	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN1P14	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAJ60	0	0	0	0	0	0	0	0	0	0	0	0	0
MRP63P6	0	0	0	0	0	0	0	0	0	0	0	0	0
GZMAP1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF286B	1.77480732914675	1.0302002377757	1.68395552024698	1.73585540169827	1.79461581022693	0.956628583060484	1.49942889838334	1.56821923688658	3.8814010824324	0.356143810225275	1.81147103052984	1.00609083439703	2.2224716881171
MLLT10P2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01091	0	0.206450877467426	0	0	1.1243281350022	0.639410284743533	0.108974726094806	0	0.294140006074655	0.151559118971354	0	0.129409841703599	0.0996836346854361
RBMXP4	0	0.339575960706787	0	0	0	0	0	0	1.72515385951197	0	0.281412935148648	0	0.240666592805339
ZNF324B	1.40200845978549	0	1.53375500481272	0	0.837788021594908	1.26903314645524	0	0	0.162507529879829	0	0	0	0
SPATS1	0	0.890521523201507	0	0	0	0	0	0	0.361336479445598	0.471087387897722	0	0	0
USP17L14P	0	0	0	0	0	0	0	0	0.041566492725644	0	0	0	0
RBBP4P1	0.963474123974886	0.305858305759277	2.5850549782085	1.69821847822441	1.1243281350022	0.219853582069915	0.818724731664977	1.05391335355103	0.407248151173281	0.517566432143335	1.08144451640039	0.316591362386749	0
NACAP5	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP70	0	0.375092913026265	0	0	0	0	0.26025732116322	0.386174229268404	0	0	0	0	0
ANKRD20A18P	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP2	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN1P16	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA14	0	0.539111078472553	0	0	0	0	0	0	0	0	0	0	0
ZEB2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR302B	0	1.62184900542978	0	0	0	0	0	1.24348160841239	1.23266075679027	2.20633064787105	0	0	1.94543483216794
MRPS36P2	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1A1P21	0	0	0	0	0	0	0	0	0	0	0.503544447714896	0	0
PPP2R2B-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM248P1	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPD1P15	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2P4	0	0	0	0	0	0	0	0	0	0	0	0	0.272252935863172
SERBP1P5	0.890820806480433	0	0	1.13497912233439	0	0	0.21890036430092	0	0.0788200022312839	0.313915574835978	0	0	0
CLRN2	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1P4	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC2P7	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN1P13	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00942	0	0	0	0.813682542029615	0	0	0	0	0	0	0	0	0.184158202848972
OR52V1P	0	0	0	0	1.17779516097125	0	0	0	0	0	0	0	0
USP9YP5	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E94P	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS33P2	0	0	0	0	0	0	0	0	0	0	0	0	0
VN1R104P	0	0	0	0	0	0	0	0	0	0	0	0	0
TNRC18P1	1.05765021606072	0	1.504718165779	0	0	1.22413528525164	0	0	0	0	0	0	0
KRT18P56	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR143HG	0	0.138512048810851	0	0	0	0	0.666232197970668	0	0.0714458603742735	0	0	0	2.18281451320019
TUBA3GP	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT19P3	0	0	0	0	0	0	0	0	0	0	0	0	0
THEGL	0	0	0	0	0	0	0	0	0	0	0	0.228404318571476	0
ZNF564	3.07619070490996	1.1938930241366	2.76283941700033	0	2.01846983623814	2.84630043455982	1.63655769846392	0.75373617504471	2.79717264747727	1.8736617899483	1.87834807753588	1.95348015497833	0.875477642977057
FER1L5	0.555061015007294	0.124328135002202	0	0	0	0.148558712258931	0	0	0.0619090975030373	0.167456745851563	0	0	0
TUBB1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10J4	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB1P28	0	0	0	0	0	0	0	0	0	0	0	0	0
ECSCR	0	0	0	0	0	0	4.70389292817358	0	0	1.13523176134053	0	0	3.72925992664075
ENPP7P10	0	0	0	0	0	0	0	0	0	0	0	1.33738174729387	0
HSPE1P10	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND6P17	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT112P2	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARNA22	0	0	0	0	0	0	0	0	0	0	0	0	0
HSD3BP3	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00964	0	0	0	0	0	0	0.998334390762591	0	1.39464077376032	0	3.01805890956813	0	0.540637740033945
PGBD4P3	0	0	0	0	0	0	0	0	0	0	0	0	0
SUMO2P7	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E43P	0	0	0	0	0	0	0	0	0	0.251893848228594	0	0	0
KRT18P31	0.955484494942723	0	0	0	0.891718283984268	0	0	0.537582799684628	0.0619090975030373	0	0	0	0.196316500333713
HS3ST5	0	0	0	0	0	0	0	0	0	0	0	0	0.151059484320165
EEF1A1P19	0	0.290515142255901	0	0	0	0	0	0	0.0555160514098676	1.08406426478847	0	0	0
SNX5P1	0.620766848828811	0	0	0.97875885242583	0	0	0	0	0	0.217946516305256	0	0	0
PVT1	7.06099516323748	2.8260986443983	4.68265972508706	4.81620583963987	2.80354498575652	4.41850135458241	3.86987140617771	3.56952848249225	3.47378691161437	3.67451280124816	2.88775020565474	3.03047190617701	3.96034061589145
MTRNR2L5	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS16	0	0	0	0	0	0	0	0	0.982695266985	0	0	0	0
OR7E83P	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF103-CHMP3	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF38-IT1	0	2.68550893971488	2.28869928922714	0	1.53567017174854	1.02065947056609	0	0	0	0	0	2.0924156342214	0
ALG1L11P	0	0	0	0	0	1.6031583988514	0	0	0	0	0	0	0
KRT19P6	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND6P16	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCTP	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM51CP	0	0	0	0	0	0	0	0	0.162507529879829	0	0	0	0
TRBV26	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD6	7.56969205468342	6.74428531769418	7.08953400395203	6.29411172209601	7.04015059842535	7.83300195984147	4.96940201922994	6.78566120213308	5.48315844801875	5.24532598183248	5.44042838768612	6.83882573986814	6.57431114627351
LINC00536	0	0.168444554887682	0	0	0	0	0	0	0	0.0970921214308701	0.596751698424764	0	0.155549979167389
FABP5P6	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA1P55	0	0	0	0	0	0	0	0	0	0	0	0	0
UQCRBP3	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8K	0	0.216992037249012	0	0	0	0	0	0	0	0	0	0	0
RAC1P2	2.12152554772796	0.915447355774965	3.60726201887678	1.26511371684599	1.17041814622267	2.61643008692324	2.22128222886851	1.37680328079137	1.44768091298287	2.07408381144914	2.21029294376182	3.14335573942967	2.27592391759167
XBP1P1	0	0.715048552908608	0	0	0	0	0	0	0	0	0	0	0.680843654362691
GBA3	0	0	0	1.46265642029492	0	0	0	0	0	0.323702627756711	0	0	0.555061015007294
CCT7P2	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC79	1.51601514700366	0	0	0	0	0	1.56578462405054	0	0	0	0.318372467601725	0	1.98381798691784
EEF1A1P20	0	0	0	0	0	0	0	0	0	0	0	0.712341807197384	0.171403930368225
CDC42P4	0	0	0	0	0	0	1.14128186298737	0	0	0.471087387897722	0	0	0
CHCHD2P7	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5H3P	0	0	0	0	0	0.315699984514161	0	0	0	0	0	0	0
TRGV7	0	0	0	2.30787684559389	0	0	2.23866929490132	1.64474372904657	1.13295641602214	3.70197549868331	0	0	3.04600742122172
YWHAQP6	0	2.21292844153863	0	2.7231384528407	3.37204128864585	0	0	0	0	0	0	0	0
RPS4XP20	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM158	0	0	0	0	0.706232997614738	0	0.63584366972334	0.459835113267501	0.0318294813603577	0.431725807336996	0.473487213858716	0.408084738637077	0
HMGB1P3	0	0	0	0	0	0	0	2.86027523633339	0.952046776777073	0	0	0	1.64154602908752
SNX18P23	0	0	0	0	0	0	0	0	0	0	0	0	0
C15orf38-AP3S2	5.71785566145266	4.66946292811563	0	2.66010014351072	8.74573378603723	5.12639473762014	4.3484830318441	4.28044244203902	4.65116211137269	4.93124664817091	5.07164387410546	4.19286181271947	5.08429326659819
IGKV1D-37	0	0	0	0.872449950279489	0	0	0	2.36651052578353	1.13295641602214	1.03940838455824	0	0	6.1849821205088
CBX3P3	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00603	0	0	0	0	0	0	0	0	0	1.72817170032604	1.63869766677849	0	0
MTND4P9	0	0	0	1.0835406955427	0.604071323668861	0	0	0	0	0	0	0	0
RARRES2P4	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01018	0	0	0	0	0	0	0	0.74515457320009	0.229351279577505	0	0	0	0.701463753466866
YJEFN3	0.671119144470871	0.848613311196196	0	0	0.901553863107905	1.4881985764203	0	0	0	0.0970921214308701	0	0.580516595689964	0
DNAH10OS	1.05765021606072	0.500409856496121	2.18562262020451	0	0.477079484456722	0.460641764136091	0.210292943761821	0	0	0.313915574835978	0.552036495994125	0	0.0231188433310108
AK3P2	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHA10	0	1.47308751998142	0	0	0	0	0	0	0	0	0	0	0
MORF4L2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P31	0	0	0	0	0	0	0	0	0	0	0	0	0
ARPC4-TTLL3	3.13447371155995	1.23313292011993	2.25119469869182	2.1339681236659	0	1.55487216821851	0.279585582097642	0	0.444422424774642	1.25468706312027	2.31581143687166	1.66238080739317	1.9180926158352
TRMT112P5	0	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1A1P3	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P13	0	0	0	0	0	0	0	0	0	0	0	0	0
RASA2-IT1	0	0	0	0	0	1.10433665981474	0.566346822553809	0	0	0	0	0	0
EEF1A1P13	1.39696038917632	1.60407132366886	1.74647814672493	1.9815716726596	1.2909687486237	0.212210146756111	0.965464636813806	1.63441455119054	0.251893848228594	0.907778134880367	0.871843648509318	0.152557869472224	0.451743700913953
RCC2P8	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGN1P15	0	0	0	0	0	0	0	0	0	0	0	0	0
YWHAEP4	0	0	0	0	0	0	0	0	0	0	0	0	0
CIR1P2	0	0	0	0	0	0	0	0	0	0	0	0	0
LTV1P1	0	0	0	0	0	0	0	0	0	0	0	0	1.15952983007993
KRT8P32	0.539111078472553	0	0	0	0	0	0	0	0	0	0	0	0
EMCN-IT3	0.917798937454363	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P14	0	0	0	0	0	0	0	0	0.153555929035301	0	0	0	0
USP17L16P	0	0	0	0	0	0	0	0	0.041566492725644	0	0	0	0
SEPHS2P1	0	0	0	0	0	0	0	0	0.75373617504471	0	0	0	0
PKD1P6	1.26095209364999	1.79876837271559	1.81241923630888	0.908369524534432	1.11513571072148	1.88482331274278	1.51679099807958	0.621849005429785	1.86956774483353	1.12076025991536	1.92716711998856	2.67251237977074	1.28460524411237
PTTG2	0	0	0	0	0	0	0	0	0	0	0	0	0
LDHAL6DP	1.22270946233122	0	0	0	0	0	0	0	0	0	0	0	1.79269520416441
ALG1L14P	0	1.31614574229336	0	0	0	0	0	0	0	0	0	0	0
TRMT112P1	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMC1P5	0	2.78063313868666	0	0	0	0	5.01927422874638	0	0	0	0	0	0
VWA8P1	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYZP2	0	0	0	0	0	0	0	0	0	0	0	0	0
GIMD1	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS31P4	0	0	0	0	0	0	0	0	0	0.272252935863172	0	0	0
ZBED1P1	0	0	0	0	0	0	0	0	0	0	0	0	0.456603992004488
KIAA1456	0.422233000683048	0.339575960706787	0	0	0	0.48463391973567	0	0.386174229268404	0.429667460517741	0.0970921214308701	0.408084738637077	0.650057528943041	1.79844936883571
TUBB8P3	0	0	0	0	0	0	0	0	0	0	0	0	0
SALL4P1	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF718	1.86119191223475	2.50344659475994	0	2.74233794116042	2.57288966842058	2.26488283022616	3.16622103267889	2.61498159780469	1.30944487079075	3.02065947056609	2.18024580712003	2.4614479642358	2.55279322039694
SMIM20	4.91261301962538	4.334661779833	1.82813160072967	4.9482953421553	5.18087311573533	4.52322416182249	4.79481572639726	3.55213110825378	4.13191234890677	5.05631673316618	4.25654620647148	4.24558927137439	4.24450655139592
MRPL22P1	0	0	0	0	0	0	0	0	0	0	0	0	0
IGBP1P4	0	0	0	0	0	0	0	0	0	0	0	0	0
KDELC1P1	0	0.269493556556763	3.19752671350835	0	0	0	0	0	0.310787537282162	0	0	0	0
LINC00989	0	0.463863864952558	0	0	0	0	0	0	0.0263914988914009	0	0	0	0.415176213287017
LINC01021	0.650057528943041	0.420575682820274	3.23289685777123	1.64119029118882	0	1.45902801112567	0	0	0	0.410591594247652	0	0.596751698424764	1.47688014835404
CXCL1P	0	0	0	0	0	0	0	0	0	0	0	0	0
EEF1GP2	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPE1P23	0	0	0	0	0	0	0	0	0	0	0	0	0
PTP4A1P4	0	0	0	0	0	0	0	0	0	0	0	0	0
GYPB	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT18P21	0	0	1.72297037512852	0	0	0	0	0	0	0	0	0	0
LINC00617	0	0	0	0	0	0	0	0	0	0	0	0.234076783444988	0
MARK2P4	1.48898952766866	0	0	0	0	0	0	0	0	0	0	0	0
UNC93B4	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE2CP3	0	0	0	0	0	0	0	0	0	0	0	0	2.88947354253111
MTND6P2	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00977	0	0	0	0	0	0	0	0	0.216992037249012	0	0	0	0
KLHL2P1	0	0	0	0	0	0	0	0	0	0	1.46828253621956	1.73485549750607	0
SEC63P2	0	0	0	0	0	0.36564947231668	0	0	0.22366016749965	0	0	0	0.255616934271311
AACSP1	0	0	0	0	0	0	0	0	1.01050443643478	0	0	0	0
KIAA1210	0	1.22413528525164	0	0	0	0.306755783263112	0.666232197970668	0	0	0	0	0	0.146554968824481
OR7E35P	0	0	0	0	0	0	0	0	0	0	0	0	0
FTLP10	0	0	0	0	0	0	0	0	0	0	0	0	0
FGD5P1	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3KP3	0	0	0	0	0	0	0	0	0	0.394640773760323	0	0	0
CCT5P1	0	0	0	1.01929133860876	0	0	0	0.88872451855868	0	0.138512048810851	0.228404318571476	1.26511371684599	0
LRRC37BP1	1.35223700616248	2.00387895961974	2.06959642045683	2.58745731455604	2.82758454808173	2.26949355655676	2.15430402085444	2.28608498983613	3.06774460663583	1.61407555303404	1.76977173924945	1.7021460400915	1.43788328591539
GMPSP1	2.60023315128295	1.41559227530602	0	1.24675886612096	1.15230824665979	2.2916488908729	0.63584366972334	2.32812943405568	0.802272767824969	1.52336894046493	1.19655862419782	1.13194399840803	1.62868387815047
TRIM36-IT1	0	1.60407132366886	0	0	0.797811149386733	0.34264226375457	0	0.673904270897409	0.547108088749205	0.26025732116322	0	2.50794097546914	4.76341157447001
DUTP7	0	0	0	0	2.08367160566855	0	0	0	0	0	0	0	0
WBP1LP2	0	0	0	0	1.10897472609481	1.67425203395583	0.762267032529066	2.06761224322082	0	0	0	0.937634119039626	0.322815634159211
ENPP7P9	0	0	0	0	0	0	0	0	0	0	0	0	0
CHCHD10	4.76267590175127	1.57866008399266	2.9537666598032	0	1.87880078243188	3.96276256043844	4.59927201057013	0	3.48319566333213	3.71901490134131	3.56024463823857	2.64038956005495	0
PPM1AP1	0	0	0	0	0	0	0	0	0.341328931810538	0	0	0	0
EXOC7P1	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM218A	0	0	0	0	0	0.219853582069915	0	0	0.361336479445598	0.630477159973525	0	0.322815634159211	0.0840642647884746
INTS6P1	0	0.176322772640463	0	0	0	0	0.121270496893582	0.410591594247652	0.20163386116965	0	0.184158202848972	0	0
ABT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT18P51	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK3	1.21173108480886	0.259330437070375	0	0	1.04264433740849	1.87063028002662	0.654999479107594	2.03940838455824	2.72196149743644	1.93647486221479	1.52317589904618	2.55109003198269	1.29640092965428
GPR162	0	0	0	0	0	0	0	0	2.25398926623079	0	0	0	0
LDHAL6CP	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT6P2	0	0	0	0	0	0	0	0	0	0	0	2.93051900653502	0
STK19P	0	0	0	0	0	4.35343187469066	0	0	0	2.66360736546623	0	0	0
ABHD17AP3	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L8	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT8P33	0	1.4842373025398	2.35071483173742	1.28460524411237	0	2.06959642045683	0	0	0.153555929035301	0	0	0	0
PPBPP1	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC34P1	0	0	0	0	0	0	0	0	0.452554887351343	0	0	1.75455864530294	0
OR7E59P	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL38P4	0	0	0	0	0	0	0	0	0	0	0	0	0
KNOP1P5	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1E2	3.68766369568029	1.42264703283997	0	0	3.80576867116565	2.0213430503187	1.59931779369823	2.11026043604612	3.6431457650203	3.52789799384029	3.33798548873617	2.45052606541541	1.40137841608632
UGT2B29P	0	0	0	0	0	0	0	0	0	0	0	0	0
NTAN1P2	2.01613970265525	0	0	1.65992455840238	0	0	0	0.642257241840842	0.838098445488712	0	0.331661125025932	0	0
GLI4	0.777884993343936	0	0	0	0	0.398855486196683	0.350061979305635	0	0	0	0.973116705849052	0	0
LINC00604	0	0	0	0	0	0	0	0	0	0	0	0	0
IQCJ-SCHIP1	0.909846938939931	0.681535760416209	0	0	0	1.30046168460044	1.71606227472632	0.88872451855868	0.652177580817411	0.963474123974886	1.69084683997009	0.762921167675566	1.44849438638525
PRSS3P1	0	1.08511083359816	0	0	0	0	0	0	0	0	0	0	0
PRSS3P2	0	0	0	0	0	0	0	0	0	0	0	0	0
TTC39CP1	0	0	0	0	0	0	0	0	0	0	0	0	0
PABPC1P7	0	0	0	0	0	0.49412016788152	0	0	0	0	0	0	0
ST3GAL1P1	0	0	0	0	0	0	0	0	0	0	0	2.31514259353984	0
HNRNPKP5	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00491	0	0	0	0	1.32325919912531	0	0	0	0	0	0	0	0
TRAJ55	0	0	0	0	0	0	0	0	0	0	0	0	0
RPF2P2	0	0	0	0	0	0	0	0	0.145552052523481	0	0	0	0
CCDC169-SOHLH2	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E99P	0	0	0	0	1.74647814672493	0.631552060090968	0	0	0	0	0	0	0
HMGB1P22	0	0	0	0	0	0	0	0	0	0	0	0	0
SEPP1	8.42996674646704	7.28990538402591	8.38119350746222	6.61863397795049	4.90603952447465	10.7905621624687	5.39194745353942	5.61765111942733	3.9270941663317	6.57520758811907	2.7470568285243	3.29289498615274	8.16012741376174
HMGB3P3	0	0	0	0	0	0	0	0	0	0	0	1.16646826000207	0
TPM3P6	0	0	0	0	1.011055188509	0	1.65323643961055	1.64474372904657	0.237846073742961	0.662731358978152	1.51698489567289	0	1.64722593815988
RPEP1	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf17	0	0	0	0	0	0	0	0	0	0	0	0.726495901507244	0
NT5C1B-RDH14	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L20	0	0	0	0	0	0	0	0	0	0	0	0	0
OR5BM1P	0	0	0	0	0	0	0	0	0	0	0	0	0
SNHG18	0	2.09501555390303	0	0	0	0.648642428249997	1.45377081244725	0	1.99318662345002	0	0	0	1.2896075014327
HMGN1P17	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBB8P4	0	0	0	0	0	0	0	0	0	0	0	0	0
ALG1L12P	0	0	0	0	0	0	0	0	0	0	0	0	0
PRODH2	0	0	0	0	0	0	0	0	0	0	0	0	0
SERF1AP1	0	0	0	0	0	0	0	0	0	0	0	0	0
DCAF13P2	0	0	0	0	0	0	0	0	0	0	0	0	0
PGAM1P12	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPA3P13	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPS35P2	0	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P17	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT18P54	0	0	0	0	0	0	0	0	0	0	0	0	0
LSM3P4	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L18	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF138P1	0.909846938939931	0	0	0	0	0	0	0	0	0	0	0	0
TRIM60P15	0	0	0	0	0	0	0	0	0	0	0	0	0
IGBP1P5	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPKP1	0.555061015007294	0	0	0.908369524534432	0	0	0	0	0.0555160514098676	0.272252935863172	0	0.152557869472224	0
HMGB1P29	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL21EP	0	0	0	0	0	0.212210146756111	0	0	0	0	0	0	0
OR7E85P	0	0	0	0	0	0	0	0	0	0	0	0	0
RNPS1P1	0.662030170609117	0.452554887351343	1.83763278459676	1.23878685958712	0.771723085409276	0.920146692310785	0	1.34722953325022	0.13649429318	0.251893848228594	0.703509646091772	0.257474880491893	0
HMGB3P15	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L23	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5EP1	0	0	0	0	0	0	0	0	0	0	0	0	0
MESTP3	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP66	0	0	0	0	0	0	0	0	0.281412935148648	0	2.45113501162531	0	0
ENPP7P11	0	0	0	0	0	0	0	0	0	0	0	0	0
USP9YP1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00492	0	0	0	0	0	0.655704092084183	0	0	0	1.01600251870223	0	0	0
GLUD1P3	3.04493208712488	0	0	0	0.788846304484784	0	0	0.664482840364683	0	0	0.348319593778763	0	0
CKS1BP5	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP13-6P	0	0	0	0	0	0	0	0	0	1.95720028706673	0	0	0
ORAOV1P1	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP62	3.26874531551023	1.72061522878315	0	1.81178716837286	2.47058692130205	2.56803210477128	2.89932438493142	1.64474372904657	0	0	2.03128660457469	0	1.46346149567345
HIGD1AP13	0	0	0	0	0	0	0	0	0	0	0	0	0
WBP1LP4	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV2D-40	0	0	0	5.02778693636355	2.43110861158816	0	9.45102243937505	4.94049205220081	3.27569475469056	3.90648362422653	0	0	7.04748469809735
ZNF969P	0	0	0	0	0	0	0	0	0	0	0	0	0.799087306074004
ELL2P2	0	0	0	0	0	0	0	0	1.08223094053591	0	0	0	0.606259989131695
ANKRD20A17P	0	0	0	0	0	0.717750229804674	0	0	0	0.652177580817411	0.318372467601725	0	0
BMS1P6	0	0	0	0	0	0	0	0	0	0	0	0	0
NUDT19P5	2.45275761271399	0	0	0	0	0	0	0	0	0	0	1.52934044859223	0
SLC25A5P9	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P2	0.826880889735955	0.808622668220806	0	1.51096191927738	0.837788021594908	1.79669358553002	0	1.37080810132035	0.802272767824969	0.704871964456353	0.883320035498407	0.992210651894437	0.415176213287017
ALG1L3P	0	0	0	0	0.898580459250583	0	0	0	0	0	0	0	0
OR5AC4P	0	0	0	0	0	0	0	0	0.310787537282162	0	0	0	0
CTBP2P4	0	0	0	0	0	0.631552060090968	0	0	0	0	0	0	0
FAM206BP	0	0	0	0	0	0	0	0	0	0	0	0	0
YBX1P5	0	0	0	0	0	0	0	0	0	0	0	0	0
FCF1P8	0	0	0	0	0	0	0	0	0	0	0	0	0
NIFKP2	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7L1P7	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P5	0	0	0	0	0	0	0	0	0	0	0	0	0
HULC	0	0	0	0	0	0	0	0	0	0	0	0	0
OR7E163P	0	0	0	0	0	0	0	0	0	0	0	0	0
TSEN2P1	0	0	0	0	0	0	0	0	0	0	0	0	0
